Listing cat.,Major group,Scientific name,Common name,Type of non-nativity of English population,Pathway of introduction,Pathway details,Native range (continent),Native range (area),Comments,References,Place first record outside captivity or cultivation,Date of introduction (1),Date of introduction (2),Date first wild report,Persistence in wild,Distr_NE_CN,Distr_NW_SN,Distr_Yo_EC,Distr_EM_WC,Distr_WM_BC,Distr_EE_NC,Distr_SE_SC,Distr_SW_IS,Distr_Lo,English as proportion,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Current trend,Direct economic value,Economic impact,Modeofeconimpact,Conservation status,Environmental impact,Modeofenvironimpact,Population trend (20 yr),Control methods,Other info,BRC number,NBN system number,Date1,Date2,Date3,Date,Compiler,Institution
A,65,Anser brachyrhynchus,Pink-footed Goose,I,ER,"Escaped/released from waterfowl collections, or wounded migrants.",Eur,,UK amber listed species. Quarry species. Winter visitor in fairly large numbers to England with breeding records relating to escaped birds.,Ogilvie et al. (2003); Ogilvie et al. (2004),,,1991,1991<,P,,,,EM,,EE,,,,0,C1,I1,E,,0,0,0,,1,N,V,0,0,Other rare non-native birds breeding in UK 2002. British List Categories A and E,,NHMSYS0000530150,,1991,1991,1991,DP & GRB,CSL & BRC
A,65,Anser caerulescens,Snow Goose,I,ER,Escaped/released from waterfowl collections.,NAm,,Breeding records refer to escaped or released birds but wild vagrants also occur.,Ogilvie et al. (2004),,,2000,2000<,P,,,Yo,,,,SE,,Lo,0,C1,I1,E,,0,0,0,,0,0,I,0,0,Other rare non-native birds breeding in UK 2002. British List Categories A and E,9600  3206,NBNSYS0000000259,,2000,2000,2000,DP & GRB,CSL & BRC
A,65,Anser canagicus,Emperor goose,I,ER,Escaped/released from waterfowl collections.,NAm,,,Blair et al. (2000); Ogilvie et al. (2004),,,1991,1991<,P,,NW,,,,,SE,,,0,C1,I1,I2,,0,0,0,,0,0,,D,0,Other rare non-native birds breeding in UK 2002,,,,1991,1991,1991,DP & GRB,CSL & BRC
A,65,Anser indicus,Bar-headed goose,I,ER,Escaped/released from waterfowl collections.,As,South As,If able to assemble several flocks or semi-colonies has potential to emulate Canada goose pop. growth.,Blair et al. (2000); Ogilvie et al. (2003); Ogilvie et al. (2004),,,1991,1991<,P,,,,(EM),WM,,SE,SW,,0,C1,E3,D6,,0,0,0,,0,0,,G,0,Other rare non-native birds breeding in UK 2002,,,,1991,1991,1991,DP & GRB,CSL
A,65,Aratinga acuticaudata,Blue-crowned parakeet,I,E,Escaped from aviary collections.,SAm,,,Butler (2002); Ogilvie et al. (2003); Ogilvie et al. (2004),"Bromley, Kent",1900,1910C,1997,P,,,,,,,(SE),,,0,G,I2,,,0,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,,,1900,1910,1997,1910,DP & GRB,CSL
A,65,Athene noctua,Little Owl,I,R,Deliberate release to establish species.,"Eur, Afr","Eur, North Africa",European SPEC 3.,Long (1981); Lack (1986),"Edenbridge, Kent",1874,,1874,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,G1,G5,I1,,0,0,0,,0,0,,0,0,British List Category C,9600 13001,NHMSYS0000530183,1874,,1874,1874,DP,CSL
A,65,Branta canadensis,Canada Goose,I,ER,Escaped/released from waterfowl collections.,NAm,,"Quarry species. Likely increasing conflict with Greylag goose. Wild vagrants of other, smaller, races also occur, and there are occassional breeding records of escaped birds of other races.",Long (1981); Blair et al. (2000),,1731,,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,C1,C2,I1,I2,GG,1,"P,N","A,V",0,NN,"H,V,D,C",0,D,"British List Categories A, C and E",9600  3301,NBNSYS0000000009,1731,,,1731,DP & GRB,CSL & BRC
A,65,Branta leucopsis,Barnacle Goose,I,ER,Escaped/released from waterfowl collections.,Eur,,UK amber listed species. Potential to emulate Canada goose pop. growth. Naturally occurring winter migrants mainly in Scotland but some also in England.,Blair et al. (2000); Ogilvie et al. (2003); Ogilvie et al. (2004),,,1991,1991<,E,,NW,,EM,WM,EE,SE,,,0,C1,I1,D6,I2,0,0,0,,1,0,V,G,0,Other rare non-native birds breeding in UK 2002. British List Categories A and E,9600  3302,NBNSYS0000000214,,1991,1991,1991,DP & GRB,CSL & BRC
A,65,Bubo bubo,Eagle owl,I,E,Escaped from aviary collections.,"Eur, Afr","Eur, North africa","European SPEC 3. Breeding in one locality in northern England, other reports probably refer to single escapees.",Ogilvie et al. (2003); Ogilvie et al. (2004),,1970,1980C,1975C,P,,,Yo,,WM,EE,,,,0,G,,,,0,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,9600 12701,,1970,1980,1975,1980,DP & GRB,CSL & BRC
A,65,Bucephala clangula,Common Goldeneye,I,ER,Escaped/released from waterfowl collections.,"NAm, Eur, As",,This entry refers only to a record of casual breeding in Lancashire of birds escaped from Martin Mere. Has colonised Scotland naturally and is a reasonably common winter visitor over much of England.,Gibbons et al. (1993),,,,,C,,(NW),,,,,,,,0,G3,C1,,,0,0,0,,0,0,,0,0,British List Category AE,9600  4503,NBNSYS0000000191,,,,,GRB & DP,BRC & CSL
A,65,Cairina moschata,Muscovy duck,I,ER,Escaped/released from waterfowl collections.,SAm,,,Ogilvie et al. (2004),,,,1984,P,,(NW),,EM,,EE,,(SW),,0,C1,C2,,,G,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,9600 90101,,,,1984,1984,DP,CSL
A,65,Chrysolophus amherstiae,Lady Amherst's Pheasant,I,R,Released as quarry on shooting estates.,As,China,Chrysolophus pheasants hybridise freely but occupy different feral ranges.,Long (1981); Lack (1986); Nightingale (2005),,1828,,,E,,,,,,EE,SE,,,0,G3,,,,nd,0,0,,0,0,,0,0,British List Category C,9600  6602,NHMSYS0000530283,1828,,,1828,DP,CSL
A,65,Chrysolophus pictus,Golden Pheasant,I,R,Released as quarry on shooting estates.,As,China,Chrysolophus pheasants hybridise freely but occupy different feral ranges.,Long (1981); Lack (1986),Norfolk,1800,1845,1845,E,,NW,,,,EE,SE,SW,,0,G3,,,,nd,0,0,,0,0,,0,0,British List Category C,9600  6601,NHMSYS0000530284,1800,1845,1845,1845,DP,CSL
A,65,Columba livia,Rock Pigeon,J,ER,Ancestral native rock dove has interbred with feral pigeons originating from domestic stock in its Scottish and Irish refuges.,"Eur, As, Afr","Eur, As, North Afr","Native wild population in Scotland and Ireland, fully established as urban bird in Pepys's time (1660); first domesticated records from Norman castles in 12th century (Spandl 1998)",Long (1981); Gibbons et al. (1993); Spandl (1998),,,1150C,1600<,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,B3,,,,G,0,N,H,0,N,I,0,0,"British List Categories A, C and E",9600 11901,NHMSYS0000530307,,1150,1600,1150,GRB & DP,BRC & CSL
A,65,Cygnus atratus,Black swan,I,ER,Escaped/released from waterfowl collections.,Aus,,Unlikely to form fully self-sustaining populations in future.,Ogilvie et al. (2004),,1791,,,P,,NW,,,,,SE,(SW),,0,C1,C2,I1,E,G,0,0,,0,0,C,0,0,Other rare non-native birds breeding in UK 2002,9600  3104,,1791,,,1791,DP,CSL
A,65,Cygnus cygnus,Whooper Swan,I,ER,Escaped/released from waterfowl collections.,"Eur, As",,"UK amber listed species. Both wild and feral birds have bred in Britain, the former probably only in Scotland. Also winters in some numbers in England.",Gibbons et al. (1993); Blair et al. (2000); Ogilvie et al. (2004),,,2002,2002<,P,,,,,,EE,SE,,,0,C1,C2,I1,E,0,0,0,,1,0,,0,0,Other rare non-native birds breeding in UK 2002. British List Categories A and E,9600  3103,NBNSYS0000000199,,2002,2002,2002,DP & GRB,CSL & BRC
A,65,Melopsittacus undulatus,Budgerigar,I,ER,escaped cage birds and deliberate release,Aus,Australia,Released birds thrived for a number of years on the Scillies (and less successfully in the East of England),Sharrock (1976),Tresco (1),1969,,1969,X,,,,,,EE,,SW,,,I2,,,,0,0,0,V,0,0,V,0,0,,9600 90501,,1969,,1969,1969,GRB,BRC
A,65,Milvus milvus,Red Kite,F,R,Re-introduction using birds from Spanish population.,Eur,,UK amber listed species. Releases: 1989-1995 Oxfordshire; 1995-98 Midlands; Yorkshire 1999-ongoing. Also Scotland. European SPEC 2. Native population in Wales.,Carter et al. (2003),,1989,,,E,,,Yo,EM,WM,,SE,,,0,G,,,,G,0,0,,1,0,,0,0,"British List Categories A, C and E",9600  4902,NHMSYS0000530482,1989,,,1989,DP & GRB,CSL & BRC
A,65,Myiopsitta monachus,Monk parakeet,I,E,Escaped from aviary collections.,SAm,,,Long (1981); Ogilvie et al. (2003); Ogilvie et al. (2004),"Whipsnade, Herts.",1936,,1936,P,,,,,,EE,,SW,,0,G,I2,,,0,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,,,1936,,1936,1936,DP,CSL
A,65,Netta rufina,Red-crested Pochard,I,ER,Escaped/released from waterfowl collections.,"Eur, As",,British breeders derived from captive birds but wild vagrants also occur.,Gibbons et al. (1993),,,,1900,P,,,,EM,WM,EE,,,Lo,0,C1,,,,G,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002. British List Categories A and E,9600  3801,NBNSYS0000000268,,,1900,1900,DP & GRB,CSL & BRC
A,65,Numida meleagris,Helmeted guineafowl,I,R,Released on shooting estates.,Afr,,,Ogilvie et al. (2003); Ogilvie et al. (2004),Houghton Park (27 or 28),2001,,2001,P,,,,,,EE,,SW,,0,I1,F4,,,0,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,9600 90401,,2001,,2001,2001,DP & GRB,CSL & BRC
A,65,Nycticorax nycticorax,Black-crowned Night Heron,I,E,Escaped from zoo.,NAm,,British breeders derived from captive birds but wild vagrants also occur.,Ogilvie et al. (2004),Edinburgh,1950,,,P,,,,,,EE,,,,0,C1,,,,0,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002. British List Categories A and E,9600  2101,NHMSYS0000530505,1950,,,1950,DP & GRB,CSL & BRC
A,65,Oxyura jamaicensis,Ruddy Duck,I,ER,Escaped/released from waterfowl collections.,NAm,,On General Licence. Ongoing population control (shooting); population trend predicted to be 0 if control ceased.,Long (1981); Ogilvie et al. (2004); Blair et al. (2000),"Slimbridge, Glos.",1949,,1952,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,C1,,,,D,0,0,,0,NN,I,D,D,British List Category C,9600  4701,NHMSYS0000530524,1949,,1952,1949,DP,CSL
A,65,Pavo cristatus,Common peafowl,I,ER,Escaped/released from collections.,As,,,Ogilvie et al. (2004),Northamptonshire (32),1000,1100,1998,P,,,,,,EE,,,,0,E7,E5,,,nd,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,,,1000,1100,1998,1100,DP & GRB,CSL & BRC
A,65,Phasianus colchicus colchicus,Common pheasant,I,R,Released as quarry on shooting estates.,As,Asia Minor to Japan,Quarry species. Natural population augmented by artificial mass rearing/release for shooting industry.,Long (1981),,1042,1066,,E,NE,NW,Yo,EM,WM,EE,SE,SW,,0,I1,G,E1,,GG,2,PP,A,0,P,H,0,D,British List Categories C and E,,,1042,1066,,1066,DP,CSL
A,65,Phasianus versicolor,Green Pheasant,I,R,Released on shooting estates.,As,,Hybridises freely with common pheasant.,Ogilvie et al. (2004),,1840C,,,P,,,,,,EE,,,,0,G,I1,,,0,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,,,1840,,,1840,DP,CSL
A,65,Psittacula eupatria,Alexandrine parakeet,I,E,Escaped from aviary collections.,As,Southern asia,"Bred in Fazakerley 1997-99, then a hybrid pair with P. krameri in Kent in 2001.",Butler (2002); Ogilvie et al. (2003); Ogilvie et al. (2004),Fazakerley (59),1900,1919C,1997,P,,NW,,,,,SE,,,0,G,I2,,,0,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,,,1900,1919,1997,1919,DP & GRB,CSL & BRC
A,65,Psittacula krameri,Rose-ringed Parakeet,I,E,Escaped from aviary collections.,"Afr, As","Afr, Southern As",,Ogilvie et al. (2004),,1800C,,1969,E,,NW,,,,EE,SE,,Lo,0,G1,G5,I2,,0,0,0,C,0,0,C,0,0,British List Category C,9600 12101,NHMSYS0000530792,1800,,1969,1800,DP,CSL
A,65,Syrmaticus reevesi,Reeve's pheasant,I,R,Released on shooting estates.,As,China,Hybridises freely with common pheasant.,Ogilvie et al. (2004),,1870C,,,P,,,,,,EE,,SW,,0,G,I1,,,0,0,0,,0,0,,0,0,Other rare non-native birds breeding in UK 2002,9600 90301,,1870,,,1870,DP,CSL
A,65,Tadorna ferruginea,Ruddy Shelduck,I,E,,"As, Eur",,Wild vagrants have occurred and may still do so but picture clouded by frequent escapes from British birds and wanderings by birds re-introduced and escaped on the near continent.,Ogilvie et al. (2004),,,1899,1999<,C,,,,,,EE,,,,0,C1,C2,,,D,0,0,,0,0,,0,0,"Very few breeding - none in 1998-9, one pair 2000-1 at Holkham Park, Norfolk",9600  3501,NHMSYS0000530654,,1899,1999,1899,GRB,BRC
A,66,Capra hircus,Feral Goat,I,ER,Escaped domesticated stock over many centuries,"Eur, As",,"Date (Yalden, 1999, p. 95) is 4530 b.p., which on subtraction of 1952 gives about 2580 BC",Harris et al. (1995),,_2580 BC,,,E,,,,,,,,SW,,0,H3,H2,B3,,0,1,N,"V,H",0,"N, P","V,H",nd,D,,,NHMSYS0000080201,-2580,,,-2580,NM,CSL
A,66,Cervus nippon,Sika Deer,I,ER,"Brought in to stock deer parks, most of the stock probably came via Ireland.",As,"Japan, Taiwan, China, Korea",,Harris et al. (1995),,1860,1900,,E,,NW,Yo,,,EE,SE,SW,,1,G3,G,F4,,G,2,NN,"V,H",0,N,"V,I",G,D,,9727   503,NBNSYS0000005144,1860,1900,,1900,NM,CSL
A,66,Crocidura suaveolens,Lesser White-toothed Shrew,I,T,Probably an accidental Iron Age introduction.,Eur,Much of S and Central Europe to Asia,,Harris et al. (1995),Scilly Isles,_1000 BC,,,E,,,,,,,,SW,,0,FA,G,B3,,0,0,0,,0,0,,0,0,,9711   103,NHMSYS0000080173,-1000,,,-1000,JRE,CSL
A,66,Dama dama,Fallow Deer,I,ER,Escaped/released from deer parks.,Eur,"Southern Europe, Mesopotamia",,Harris et al. (1995),,1200C,,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,1,G1,G,"E5,7","I1,2",0,2,NN,"V,H",0,N,"V,H",G,D,,9727   601,NBNSYS0000005145,1200,,,1200,NM,CSL
A,66,Felis catus,Feral Cat,I,E,"Escapes from domesticity, probably first in Norman times",Afr?,,,Corbet & Harris (1991); Harris et al. (1995),,1100C,,,E,NE,NW,Yo,EM,WM,,SE,,Lo,0,"J1,2,4",I1,I2,,nd,2,0,"P,D",0,N,P,nd,D,,,NHMSYS0000080189,1100,,,1100,NM,CSL
A,66,Glis glis,Fat Dormouse,I,R,"Introduced to Tring Park, Herts in 1902",Eur,"Central, S and Eastern Europe",,Harris et al. (1995),"Tring, Herts.",1902,,,E,,,,,,EE,,,,0,G1-5,I1,I2,J1,G,0,N,V,NT,N,V,G,D,,9718  1101,NHMSYS0000080215,1902,,,1902,NM,CSL
A,66,Hydropotes inermis,Chinese Water Deer,I,ER,Escaped from deer/wildlife parks.,As,Korea and E. China,,Harris et al. (1995); Yalden (1999),Buckinghamshire,1929,1930,1945,E,,,,,,EE,SE,,,1,F9,G,E7,E3,0,1,N,V,1,N,"V,H",G,D,,9727   701,NBNSYS0000005148,1929,1930,1945,1930,NM,CSL
A,66,Lepus timidus,Mountain Hare,I,R,"Released into several areas in England, including the Peak District, Cheviots and Lake District in 19th Century.",Eur,"Scotland, Ireland, N. Europe and Alps, N Asia",,Corbet & Harris (1991); Harris et al. (1995),Peak District?,1880C,,,E,,,Yo,EM,,,,,,0,F4,,,,0,1,0,V,1,0,,0,D,,9717   102,NBNSYS0000005106,1880,,,1880,RHAB,CSL
A,66,Macropus rufogriseus,Red-necked Wallaby,I,R,Deliberate release as interesting addition to fauna.,Aus,E. Australia and Tasmania,,Harris et al. (1995),"Cromer, Norfolk",1939,,,E,,,,EM,,,,,,0,F3,F4,,,D,0,0,,0,0,,D,0,,9710   101,NHMSYS0000080171,1939,,,1939,IL,CSL
A,66,Muntiacus reevesi,Chinese Muntjac,I,ER,Escaped from deer/wildlife parks.,As,SE China and Taiwan,,Harris et al. (1995),"Woburn, Bedfordshire",1900,1920,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,1,G1-5,I1,I2,,GG,2,N,"V,H",0,NN,"V,H",G,D,,9727   801,NHMSYS0000080204,1900,1920,,1920,NM,CSL
A,66,Mus domesticus,House mouse,I,E,"As a commensal species, accidentally introduced.",As,,,Harris et al. (1995),,_700 BC,0043,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,"J1,2,4,6",,,,0,0,NN,"V,D",0,N,P,0,"C,D",,9718  1801,,-700,43,,43,NM,CSL
A,66,Mustela furo,Feral Ferret,I,E,Regularly escapes from captivity.,Eur,,"Earliest literature reference to ferreting for rabbits is 1272 (Yalden, 1999, p. 159)",Harris et al. (1995); Yalden (1999),,1066,1272,,E,,NW,Yo,EM,WM,EE,SE,SW,,0,B1,E1,E5,I1,0,1,N,P,0,N,"P,I",nd,D,,9720  1003,NBNSYS0000005130,1066,1272,,1272,NM,CSL
A,66,Mustela vison,American Mink,I,E,First brought to England to stock fur farms in 1929. Escapes regularly occurred thereafter.,NAm,"USA, Canada, N Mexico",,Harris et al. (1995),Breeding in wild first proved in 1956 in Devon,1929,,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,C3,E3,"B2,3",,D,0,NN,P,0,NN,P,D,D,,9720  1007,NHMSYS0000332758,1929,,,1929,NM,CSL
A,66,Myocastor coypus,Coypu,I,E,First brought to England to stock fur farms in 1929. Escapes occurred mainly in the 1930s.,SAm,Southern half of South America,,Carter & Leonard (2002); Gosling & Baker (1989),,1930,1939,,D,,,,,,,,,,0,C3,D5,E3,,0,0,,"V,H",0,NN,"V,H",0,D,,9718  2001,NHMSYS0000080217,1930,1939,,1939,NM,CSL
A,66,Ondatra zibethicus,Musk Rat,I,E,Escaped from fur farms,NAm,Most of N America,,Gosling & Baker (1989),,1925,1929,,D,,,,,,,,,,0,C1,C2,C3,,0,0,,"V,H",0,,"V,H",0,D,,9718  2301,NBNSYS0000040193,1925,1929,,1929,NM,CSL
A,66,Oryctolagus cuniculus,European Rabbit,I,ER,Probably introduced by the Normans for food.,Eur,"Southern Europe, western Meditteranean","Earliest literature reference to a warren was 1176 (Yalden, 1999, p. 159)",Harris et al. (1995); Yalden (1999),,1066,1176,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,"E1,3,5,7",FA,G,"I1,2",GG,2,NN,"V,H",0,"NN, P",V,0,"B,C,D",,9717   201,NHMSYS0000080219,1066,1176,,1176,NM,CSL
A,66,Rattus norvegicus,Brown Rat,I,E,"Commensal species, probably introduced mainly via shipping",As,NE Asia originally,,Harris et al. (1995),,1700,1750,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,J1-6,"I1,2",FA,B3,G,0,NN,"V,D",0,NN,P,G,"C,D",,9718  2601,NHMSYS0000080212,1700,1750,,1750,NM,CSL
A,66,Rattus rattus,Black Rat,I,E,Multiple introductions since third century AD associated with shipping.,As,SE Asia,,Harris et al. (1995),,0200C,,,C,,,,,,,,,,0,B3,"J1,2",,,,0,NN,"V,D",0,N,P,D,"C,D",,9718  2602,NHMSYS0000080213,200,,,200,NM,CSL
A,66,Sciurus carolinensis,Eastern Grey Squirrel,I,R,First record from Denbighshire in 1828 but earliest documented release was in Cheshire in 1876.,NAm,Eastern half of US and southern Canada,,Harris et al. (1995),Denbeighshire,1876,,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,G1,G,FA,I2,G,0,NN,V,0,NN,"P,V",G,"C,D",,9718  2701,NHMSYS0000332764,1876,,,1876,NM,CSL
A,66,Sus scrofa,Wild Boar,F,ER,"Escaped from boar farms, abattoirs and wildlife parks.","Eur, As",British Isles to East Asia,,Goulding et al. (2003),Kent and East Sussex border (for breeding population).,1987<,,1992C,E?,,,,,WM,,SE,SW,,0,G1-4,G5,I1,E5,G,2,N,"V,P,D",0,0,"P,V,H",G,D,,9727  1401,NBNSYS0000005142,1987,,1992,1987,NM,CSL
A,71,Chara braunii,Braun's Stonewort,I,U,"One of numerous aliens in this canal, their origin uncertain",Eur,"Cosmopolitan distribution, including Europe","Occurred in water warmed by cotton-mill effluent. Last seen in 1955; not longer present in 1961, 18 months after mills closed",Moore (1986); Swale (1962),Reddish canal (59),1800,1883,1883,X,,NW,,,,,,,,,C1,,,,0,0,0,,0,0,,0,0,,0720   103,NHMSYS0000457138,1800,1883,1883,1883,CDP,BRC
A,71,Compsopogon coerulens,,I,E,"Second, Co Durham, occurrence almost certainly an accidental introduction from an aquarium tank",,Tropics and subtropics,"Last seen in large masses in Reddish canal in 1955; extensive masses also seen in a pond in Co Durham, in 1962, but not since",Sheath & Sherwood (2002); Swale (1962),Reddish canal (59),1800,1908,1908,X?,NE,NW,,,,,,,,,C1,,,,0,0,0,,0,0,,0,0,,,,1800,1908,1908,1908,CDP,BRC
A,71,Pithophora oedogonia,,I,U,"One of numerous aliens in this canal, their origin uncertain; this species was first found as filaments on alien vascular plant Najas graminea",,Tropics and subtropics,"Occurred in water warmed by cotton-mill effluent. Last seen in 1955; not longer present in 1961, 18 months after mills closed",John (2002); Rendle & West (1899); Swale (1962),Reddish canal (59),1800,1896,1896,X,,NW,,,,,,,,,C1,,,,0,0,0,,0,0,,0,0,,,,1800,1896,1896,1896,CDP,BRC
A,73,Achrophyllum dentatum,Toothed Clear-leaf Moss,I,T,Almost certainly introduced with garden plants,"SAm, Aus",,"In addition to garden population reported here, also known from greenhouses elsewhere",Rumsey (2001),near Truro (1 or 2),,,1991,P,,,,,,,,SW,,0,I2,,,,0,0,0,,0,0,,0,0,,0820  2001,,,,1991,1991,CDP,BRC
A,73,Atrichum crispum,Fountain Smoothcap,I,U,"Soil-borne organism, likely to have been brought in with soil",NAm,Eastern N. America,"Male clone only, presumably spread by soil-borne tubers; not yet in Scotland",Hill et al. (1992),nr Rochdale (59),1800,,1848,E,,NW,Yo,EM,WM,,SE,SW,,0,C3,D1,E3,,0,0,0,,0,0,,0,0,,0820    38,NHMSYS0000309386,1800,,1848,1800,MOH,BRC
A,73,Calyptrochaeta apiculata,Southern Hookeria,I,T,Almost certainly introduced with garden plants,"SAm, Aus",,,Hill et al. (1994),"Tresco, Isles of Scilly (1)",,,1967,E,,,,,,,SE,SW,,0,B3,F3,G3,,0,0,0,,0,0,,0,0,,0820   679,NHMSYS0000309546,,,1967,1967,CDP,BRC
A,73,Campylopus introflexus,Heath Star Moss,I,T,,"Afr, SAm, Aus",,Occurs in many other EUNIS habitats. Particularly abundant on lowland heathland.,Hill et al. (1992); Equihua & Usher (1993); Hassel & Soderstrom (2005),Washington (13),,,1941,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,B1,F4,G3,J1,0,0,0,,0,N,C,0,0,,0820   141,NBNSYS0000036261,,,1941,1941,CDP,BRC
A,73,Chenia leptophylla,Vectis-moss,I,T,,Unk,,,Hill et al. (1992),Near Brook (10),,,1964,E,,,,,WM,,SE,SW,,0,H5,I1,,,0,0,0,,1,0,,0,0,,0820  1028,NHMSYS0000309620,,,1964,1964,CDP,BRC
A,73,Hennediella macrophylla,Short Pottia,I,T,"Likely to have been introduced in soil, possibly with garden plants","SAm, Aus",,,Hill et al. (1992),"By R. Mole, Box Hill (17)",,,1965,E,NE,,,EM,,EE,SE,,Lo,0,H5,I2,,,G,0,0,,0,0,,G,0,,0820  1059,NHMSYS0000310030,,,1965,1965,CDP,BRC
A,73,Hennediella stanfordensis,Stanford Screw-moss,I,T,"Likely to have been introduced in soil, possibly with garden plants",Aus,,,Hill et al. (1992),Near Lizard Point (1),,,1958,E,NE,NW,Yo,,WM,EE,SE,SW,,0,H5,I1,I2,,0,0,0,,0,0,,0,0,,0820  1003,NBNSYS0000036362,,,1958,1958,CDP,BRC
A,73,Orthodontium lineare,Cape Thread-moss,I,T,,"Afr, SAm, Aus",,Perhaps declining in areas of SE England with little acidic soil,Hedenas et al. (1989); Herben (1994); Hill et al. (1994); Porley (2003); Hassel & Soderstrom (2005),Overton Hills (58),,,1910,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,0,F4,G1,G3,H3,0,0,0,,0,0,,0,0,,0820   411,NBNSYS0000036544,,,1910,1910,CDP,BRC
A,73,Syntrichia amplexa,Clay Screw-moss,I,T,Possibly introduced with quarrying machinery,NAm,Western N America,,Side & Whitehouse (1974); Hill et al. (1992),Moira (55),,,1973,E,,,,EM,,,,,,0,J3,,,,0,0,0,,0,0,,0,0,,0820  1026,NBNSYS0100005680,,,1973,1973,CDP,BRC
A,73,Tortula freibergii,Freiberg's Screw-moss,N,T,,Eur,,Some populations may be native; others near Manchester probably introduced,Hill et al. (1992),Fairlight Glen (14),,,1971,E,,NW,Yo,,,,SE,,,0,B3,H3,J2,,0,0,0,,NT,0,,0,0,,0820  1027,NHMSYS0000310779,,,1971,1971,CDP,BRC
A,74,Lophocolea bispinosa,Great Crestwort,I,T,Almost certainly introduced with garden plants,Aus,,Also in other EUNIS habitats,Hill et al. (1991); Paton & Holyoak (2005),"Abbey Gardens, Tresco, Isles of Scilly (1)",,,1962,E,,,,,,,SE,SW,,0,F4,H5,I2,J3,G,0,0,,0,0,,G,0,,0810   966,NHMSYS0000309663,,,1962,1962,CDP,BRC
A,74,Lophocolea semiteres,Southern Crestwort,I,T,Almost certainly introduced with garden plants to first British site; later populations perhaps by other pathways,"Afr, SAm, Aus",,Also in several other EUNIS habitats,Hill et al. (1991); Finch et al. (2000); Stieperaere et al. (1997),"Tresco, Isles of Scilly (1)",,,1955,E,,NW,,EM,,EE,SE,SW,,0,E1,F4,H5,I2,G,0,0,,0,0,,G,0,,0810   967,NBNSYS0000035948,,,1955,1955,CDP,BRC
A,74,Riccia crystallina,Blue Crystalwort,I,T,"Probably introduced in soil, perhaps associated with plants for commercial horticulture or gardens","Eur, Afr, SAm, Aus",,"Restricted in England to Scilly until recent discoveries in car parks in W and E Cornwall, which suggest start of expansion on mainland. GG suggested as starting from very restricted distribution so easy to increase by factor of 2.",Paton (1967); Hill et al. (1991),"St Mary's, Isles of Scilly (1)",,,1950,E,,,,,,,,SW,,0,H5,I1,,,G,0,0,,NT,0,,G,0,,0810   908,NHMSYS0000310448,,,1950,1950,CDP,BRC
A,74,Riccia rhenana,Pond Crystalwort,I,E,Probably introduced with aquatic plants,Eur,,Some populations may be casual,Hill et al. (1991),"Royal Holloway College, Englefield Green (17)",,,1952,E,,,,,WM,EE,SE,SW,,0,C1,C3,J3,,0,0,0,,0,0,,0,0,,0810   914,NHMSYS0000310451,,,1952,1952,CDP,BRC
A,74,Sphaerocarpos michelii,Micheli's Balloonwort,I,T,,"Eur, NAm, SAm",,Complete restriction to artificial habitats suggests that this is an archaeophyte,Hill et al. (1991),Heydon and Norwich (27),,,1785,E,,,Yo,EM,WM,EE,SE,SW,Lo,0,I1,I2,,,D,0,0,,1,0,,D,0,,0810   949,NBNSYS0000036042,,,1785,1785,CDP,BRC
A,74,Sphaerocarpos texanus,Texas Balloonwort,I,T,,"Eur, NAm, SAm",,Complete restriction to artificial habitats suggests that this is an archaeophyte. First specimen traced is dated 1862 but species not recognised as distinct from S. michelii until 1910,Hill et al. (1991),Peterston near Ross (36),,,1862,E,,,,,WM,EE,SE,SW,,0,I1,I2,,,D,0,0,,VU,0,,D,0,,0810   950,NHMSYS0000310650,,,1862,1862,CDP,BRC
