Listing cat.,Major group,Scientific name,Common name,Type of non-nativity of English population,Pathway of introduction,Pathway details,Native range (continent),Native range (area),Comments,References,Place first record outside captivity or cultivation,Date of introduction (1),Date of introduction (2),Date first wild report,Persistence in wild,Distr_NE_CN,Distr_NW_SN,Distr_Yo_EC,Distr_EM_WC,Distr_WM_BC,Distr_EE_NC,Distr_SE_SC,Distr_SW_IS,Distr_Lo,English as proportion,Habitat 1,Habitat 2,Habitat 3,Habitat 4,Current trend,Direct economic value,Economic impact,Modeofeconimpact,Conservation status,Environmental impact,Modeofenvironimpact,Population trend (20 yr),Control methods,Other info,BRC number,NBN system number,Date1,Date2,Date3,Date,Compiler,Institution
A,77,Misopates orontium,Weasel's-snout,I,T,Probably seed contaminant,"Eur, As",,,Preston et al. (2002),,0999,1499,1551,E,(NE),NW,(Yo),EM,WM,EE,SE,SW,Lo,,I1,,,,DD,0,0,,VU,0,,D,,,0920   128,NHMSYS0000344761,999,1499,1551,1499,CDP,BRC
A,77,Muehlenbeckia complexa,Wireplant,I,E,Introduced for horticulture,Aus,New Zealand,,Preston et al. (2002) CD only,Isles of Scilly (1),1842,,1909,E,,,,,,EE,SE,SW,,,B3,,,,G,1,0,,0,N,C,G,,,0920  4388,NHMSYS0000460789,1842,,1909,1842,CDP,BRC
A,77,Muscari armeniacum,Garden Grape-hyacinth,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.22),1878,,1892,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,G,1,P,A,0,0,,G,,,0920  4338,NBNSYS0000004651,1878,,1892,1878,CDP,BRC
A,77,Muscari comosum,Tassel Hyacinth,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.23),1596,,1888,E,NE,NW,,EM,WM,EE,SE,SW,,,,,,,0,1,0,,0,0,,0,,,0920  1314,NHMSYS0000460802,1596,,1888,1596,CDP,BRC
A,77,Myosotis arvensis,Field Forget-me-not,I,T,Probably seed contaminant,"Eur, As",,,Preston et al. (2002),,0043,0410,1597,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,FA,I1,J2,J4,0,0,0,,0,0,,0,,,0920  1317,NHMSYS0000344774,43,410,1597,410,CDP,BRC
A,77,Myriophyllum aquaticum,Parrot's-feather,I,E,Introduced for horticulture,SAm,,,Preston et al. (2002),Lingfield (17),1878,,1960,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,C1,,,,GG,1,0,,0,N,C,G,D,,0920  4433,NHMSYS0000460832,1878,,1960,1878,CDP,BRC
A,77,Myrrhis odorata,Sweet Cicely,I,E,,Eur,,,Preston et al. (2002),(v.-c.66),,,1777,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,I2,,,0,0,0,,0,0,,0,,,0920  1333,NHMSYS0000344783,,,1777,1777,CDP,BRC
A,77,Narcissus poeticus,Pheasant's-eye Daffodil,I,E,Introduced for horticulture,Eur,,"Has aesthetic environmental impact, but P and N is matter of taste",Preston et al. (2002),,1538,,1795,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,G,1,P,A,0,"P, N",A,G,,,0920  5434,NHMSYS0000344788,1538,,1795,1538,CDP,BRC
A,77,Narcissus poeticus x pseudonarcissus (N. x incomparabilis),Nonesuch Daffodil,I,E,Introduced for horticulture,AgrHort,,"Has aesthetic environmental impact, but P and N is matter of taste",Preston et al. (2002),(v.-c.21),1500,1599,1711,E,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,G,1,P,A,0,"P, N",A,G,,,0920  1339,,1500,1599,1711,1599,CDP,BRC
A,77,Narcissus poeticus x tazetta (N. x medioluteus),Primrose-peerless,I,E,Introduced for horticulture,,,"Has aesthetic environmental impact, but P and N is matter of taste",Preston et al. (2002),(v.-c.21),,,1737,E,(NE),,(Yo),EM,WM,EE,SE,SW,(Lo),,,,,,G,1,P,A,0,"P, N",A,G,,,0920  1337,,,,1737,1737,CDP,BRC
A,77,Narcissus pseudonarcissus subsp. major,Spanish Daffodil,I,E,,Eur,,"Has aesthetic environmental impact, but P and N is matter of taste",Preston et al. (2002),(v.-c.21),1629,,1813,E,,NW,(Yo),EM,WM,EE,SE,SW,(Lo),,,,,,G,1,P,A,0,"P, N",A,G,,,0920  1338,,1629,,1813,1629,CDP,BRC
A,77,Narcissus pseudonarcissus subsp. obvallaris,Tenby Daffodil,I,E,,Eur,,,Preston et al. (2002),Nr. Tenby (45),1596,,1830,E,,,,,WM,,SE,SW,,,,,,,0,1,0,,1,P,A,0,,,0920  1342,,1596,,1830,1596,CDP,BRC
A,77,Nepeta cataria,Cat-mint,I,T,,"Eur, As",,,Preston et al. (2002),,_700 BC,0043,1551,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,FA,E1,H5,J4,DD,1,0,,VU,0,,D,,,0920  1353,NHMSYS0000344795,-700,43,1551,43,CDP,BRC
A,77,Nicandra physalodes,Apple-of-Peru,I,E,Introduced for horticulture,SAm,Peru,,Preston et al. (2002),(v.-c.21),1759,,1860,E,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,0,,0,0,,0,,,0920  4395,NHMSYS0000460998,1759,,1860,1759,CDP,BRC
A,77,Nigella damascena,Love-in-a-mist,I,E,,Eur,,,Preston et al. (2002),(v.-c.66),1570,,1832P,E,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,0,,0,0,,0,,,0920  4380,NHMSYS0000344798,1570,,1832,1570,CDP,BRC
A,77,Oenothera,Evening-primroses,I,E,,"NAm, SAm",,,Preston et al. (2002),,1629,,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,J3,I2,B1,0,1,0,,0,0,,0,,,0920  4444,,1629,,,1629,CDP,BRC
A,77,Oenothera biennis,Common Evening-primrose,I,E,,Eur,,,Preston et al. (2002),,1629,,1650C,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,J3,I2,B1,0,1,0,,0,0,,0,,,0920  1370,NHMSYS0000344807,1629,,1650,1629,CDP,BRC
A,77,Oenothera cambrica,Small-flowered Evening-primrose,I,E,,NAm,,,Preston et al. (2002),(v.-c.41),1775,,1833,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,J3,I2,B1,G,1,0,,0,0,,G,,,0920  2368,NBNSYS0000004772,1775,,1833,1775,CDP,BRC
A,77,Oenothera glazioviana,Large-flowered Evening-primrose,I,E,,NAm,,,Preston et al. (2002),(v.-c.10),1858,,1866,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,J3,B1,,G,1,0,,0,0,,G,,,0920  1371,NHMSYS0000461148,1858,,1866,1858,CDP,BRC
A,77,Oenothera stricta,Fragrant Evening-primrose,I,E,,SAm,Chile,,Preston et al. (2002),[Guernsey (C)],1790,,1847,E,,NW,Yo,EM,WM,EE,SE,SW,(Lo),,,,,,0,1,0,,0,0,,0,,,0920  1373,NBNSYS0000003601,1790,,1847,1790,CDP,BRC
A,77,Omphalodes verna,Blue-eyed-Mary,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.41),1633,,1840P,E,NE,NW,Yo,EM,WM,EE,SE,SW,(Lo),,,,,,0,1,0,,0,0,,0,,,0920  1374,NBNSYS0000003982,1633,,1840,1633,CDP,BRC
A,77,Onopordum acanthium,Cotton Thistle,I,T,,"Eur, As",,,Preston et al. (2002),,_700 BC,0043,1562,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,FA,I2,,,0,1,0,,0,0,,0,,,0920  1379,NHMSYS0000344818,-700,43,1562,43,CDP,BRC
A,77,Orchis laxiflora,Loose-flowered Orchid,I,U,,"Eur, As",,Native in Channel Islands but not Britain,Preston et al. (2002),Wakehurst Place (14),,,1993,C?,,,,,,,SE,,,,E2,E5,,,0,0,0,,0,0,,0,,,0920  1386,NBNSYS0000002325,,,1993,1993,CDP,BRC
A,77,Ornithogalum angustifolium,Star-of-Bethlehem,I,E,,Eur,,,Preston et al. (2002),Shene (17),1548,,1548,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,E1,,,G,1,0,,1,0,,G,,,0920  1396,NBNSYS0000002179,1548,,1548,1548,CDP,BRC
A,77,Oxalis articulata,Pink-sorrel,I,E,Introduced for horticulture,SAm,,,Preston et al. (2002),Hayes (16),1870,,1912,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,I2,B1,,G,1,0,,0,0,,G,,,0920  1415,NBNSYS0000003180,1870,,1912,1870,CDP,BRC
A,77,Oxalis corniculata,Procumbent Yellow-sorrel,I,E,Introduced for horticulture,Unk,,,Preston et al. (2002),Exeter (3),1656,,1770,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,H5,I2,,,G,1,0,,0,0,,G,,,0920  1414,NHMSYS0000344837,1656,,1770,1656,CDP,BRC
A,77,Oxalis debilis,Large-flowered Pink-sorrel,I,E,Introduced for horticulture,SAm,,,Preston et al. (2002),(v.-c.21),1826,,1900,E,,,Yo,EM,WM,EE,SE,SW,Lo,,H5,I2,,,G,1,N,C,0,N,C,G,"D,C",,0920  2519,NBNSYS0000003181,1826,,1900,1826,CDP,BRC
A,77,Oxalis exilis,Least Yellow-sorrel,I,E,Introduced for horticulture,Aus,"Australia, New Zealand",,Preston et al. (2002),Newquay (1),,,1913,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,H5,I2,J2,J4,0,1,0,,0,0,,0,,,0920  1414.3,NHMSYS0000461423,,,1913,1913,CDP,BRC
A,77,Oxalis incarnata,Pale Pink-sorrel,I,E,Introduced for horticulture,Afr,S Africa,,Preston et al. (2002),(v.-c.21),1739,,1912,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,FA,I2,J2,J4,0,1,0,,0,0,,0,,,0920  2518,NHMSYS0000344838,1739,,1912,1739,CDP,BRC
A,77,Oxalis latifolia,Garden Pink-sorrel,I,E,Introduced for horticulture,SAm,,,Preston et al. (2002),Penzance (1),,,1921,E,,,Yo,EM,WM,EE,SE,SW,Lo,,I2,,,,0,1,N,C,0,0,,0,"D,C",,0920  2520,NHMSYS0000461426,,,1921,1921,CDP,BRC
A,77,Oxalis pes-caprae,Bermuda-buttercup,I,E,Introduced for horticulture,Afr,S Africa,,Preston et al. (2002) CD only,"[St. Peters, Guernsey (C)]",1757,,1901,E,,,Yo,,,,SE,SW,,,I1,,,,0,1,N,C,0,0,,0,"D,C",,0920  2523,NHMSYS0000344839,1757,,1901,1757,CDP,BRC
A,77,Oxalis stricta,Upright Yellow-sorrel,I,E,Introduced for horticulture,NAm,,,Preston et al. (2002),Derby (57),1658,,1823,E,(NE),NW,Yo,EM,WM,EE,SE,SW,Lo,,H5,I2,,,G,1,0,,0,0,,G,,,0920  1416,NHMSYS0000345452,1658,,1823,1658,CDP,BRC
A,77,Panicum miliaceum,Common Millet,I,E,,Unk,,,Preston et al. (2002),Gloucester (33),1596,,1865,C,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,I1,I2,,G,2,PP,F,0,0,,G,,,0920  4435,NHMSYS0000461478,1596,,1865,1596,CDP,BRC
A,77,Papaver argemone,Prickly Poppy,I,T,Probably seed contaminant,Eur,,,Preston et al. (2002),,_1400 BC,_700 BC,1576,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I1,,,,DD,0,0,,VU,0,,D,,,0920  1424,NHMSYS0000345456,-1400,-700,1576,-700,CDP,BRC
A,77,Papaver atlanticum,Atlas Poppy,I,E,Introduced for horticulture,Eur,N Africa,,Preston et al. (2002),Dundee (90),1889,,1927,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,0,,0,0,,0,,,0920  1425,NHMSYS0000461485,1889,,1927,1889,CDP,BRC
A,77,Papaver dubium,,I,T,Probably seed contaminant,"Eur, As",,,Preston et al. (2002),,0043,0410,1686,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,I1,,,0,0,0,,1,P,A,0,,,0920  7046,NHMSYS0000345457,43,410,1686,410,CDP,BRC
A,77,Papaver dubium subsp. dubium,Long-headed Poppy,I,T,Probably seed contaminant,Eur,,,Preston et al. (2002),,0043,0410,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,0,0,,1,P,A,0,,,0920  1426,,43,410,,410,CDP,BRC
A,77,Papaver dubium subsp. lecoqii,Yellow-juiced Poppy,I,T,Probably seed contaminant,Eur,,,Preston et al. (2002),,0999,1499,,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,0,0,,1,P,A,0,,,0920  1429,,999,1499,,1499,CDP,BRC
A,77,Papaver hybridum,Rough Poppy,I,T,Probably seed contaminant,Eur,,,Preston et al. (2002),,_1400 BC,_700 BC,1576,E,(NE),NW,Yo,EM,WM,EE,SE,SW,Lo,,I1,,,,D,0,0,,1,0,,D,,,0920  1427,NHMSYS0000345459,-1400,-700,1576,-700,CDP,BRC
A,77,Papaver pseudoorientale,Oriental Poppy,I,E,Introduced for horticulture,Eur,SW Asia,,Preston et al. (2002),"Woodhouselee, Pentlands (83)",1714,,1884<,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,0,,0,0,,0,,,0920  4449,NBNSYS0100004415,1714,,1884,1714,CDP,BRC
A,77,Papaver rhoeas,Common Poppy,I,T,Probably seed contaminant,Eur,,,Preston et al. (2002),,_700 BC,0043,1548,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,I1,,,D,0,0,,1,P,A,D,,,0920  1430,NHMSYS0000345461,-700,43,1548,43,CDP,BRC
A,77,Papaver somniferum,Opium Poppy,I,E,Perhaps introduced as medicine,Eur,Turkey,,Preston et al. (2002),,_1400 BC,_700 BC,1629,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,I1,I2,,G,1,0,,0,0,,G,,,0920  1431,NHMSYS0000345462,-1400,-700,1629,-700,CDP,BRC
A,77,Parthenocissus quinquefolia,Virginia-creeper,I,E,Introduced for horticulture,NAm,Eastern N America,,Preston et al. (2002),(v.-c.23),1629,,1927,P,,NW,Yo,EM,WM,EE,SE,SW,Lo,,FA,J4,,,G,1,0,,0,0,,G,,,0920  4381,NHMSYS0000461527,1629,,1927,1629,CDP,BRC
A,77,Pentaglottis sempervirens,Green Alkanet,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.16),1597,,1724,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,FA,I2,J4,G,1,0,,0,0,,G,,,0920  1443,NHMSYS0000461565,1597,,1724,1597,CDP,BRC
A,77,Persicaria amplexicaulis,Red Bistort,I,E,Introduced for horticulture,As,Himalaya,,Preston et al. (2002),,1826,,1908P,E,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,G,1,0,,0,0,,G,,,0920  2246,NHMSYS0000461598,1826,,1908,1826,CDP,BRC
A,77,Persicaria campanulata,Lesser Knotweed,I,E,Introduced for horticulture,As,Himalaya,,Preston et al. (2002),(v.-c.38),1909,,1933,E,,NW,Yo,EM,WM,(EE),SE,SW,Lo,,,,,,G,1,0,,0,N,C,G,,,0920  2430,NHMSYS0000461600,1909,,1933,1909,CDP,BRC
A,77,Persicaria wallichii,Himalayan Knotweed,I,E,Introduced for horticulture,As,Himalaya,,Preston et al. (2002),(v.-c.54),1900,,1917,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,,,,G,1,0,,0,N,C,G,,,0920  1538,NBNSYS0000003765,1900,,1917,1900,CDP,BRC
A,77,Petasites albus,White Butterbur,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),Storthes Hall (64),1683,,1843,E,NE,NW,Yo,EM,WM,EE,SE,SW,,,G1,H5,,,0,1,0,,0,N,C,0,,,0920  1445,NHMSYS0000461629,1683,,1843,1683,CDP,BRC
A,77,Petasites fragrans,Winter Heliotrope,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.21),1806,,1835,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,,,,G,1,0,,0,N,C,G,,,0920  1446,NHMSYS0000461630,1806,,1835,1806,CDP,BRC
A,77,Petasites japonicus,Giant Butterbur,I,E,Introduced for horticulture,As,Eastern Asia,,Preston et al. (2002),Denham (24),1897,,1924,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,0,,0,0,,0,,,0920  1448,NBNSYS0000004389,1897,,1924,1897,CDP,BRC
A,77,Petrorhagia prolifera,Proliferous Pink,I,T,,Eur,,,Preston et al. (2002),(v.-c.17),,,1650,E,,,,,(WM),EE,(SE),,,,E1,,,,0,0,0,,1,0,,0,,,0920  1090.2,NHMSYS0000461636,,,1650,1650,CDP,BRC
A,77,Petroselinum crispum,Garden Parsley,I,E,Introduced as herb,Eur,,,Preston et al. (2002),(v.-c.34),0999,1499,1652,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I2,B3,,,0,2,P,F,0,0,,0,,,0920  1449,NHMSYS0000461642,999,1499,1652,1499,CDP,BRC
A,77,Peucedanum ostruthium,Masterwort,I,E,,Eur,,,Preston et al. (2002),(v.-c.34),0410,1500,1562,E,NE,NW,Yo,EM,WM,,,,,,E2,,,,D,0,0,,NT,0,,D,,,0920  1452,NHMSYS0000461648,410,1500,1562,1500,CDP,BRC
A,77,Phalaris aquatica,Bulbous Canary-grass,I,E,,Eur,,,Preston et al. (2002),(v.-c.83),1778,,1906,E,,,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,0,0,,0,0,,0,,,0920  2647,NHMSYS0000345492,1778,,1906,1778,CDP,BRC
A,77,Phalaris canariensis,Canary-grass,I,T,,Eur,,,Preston et al. (2002),(v.-c.15),,,1632,C,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J2,I2,J4,,0,0,0,,0,0,,0,,,0920  1455,NHMSYS0000345494,,,1632,1632,CDP,BRC
A,77,Phalaris minor,Lesser Canary-grass,I,T,,Eur,,,Preston et al. (2002),[Guernsey (C)],,,1791,E,,(NW),Yo,EM,WM,EE,SE,SW,Lo,,I1,I2,,,0,0,0,,0,0,,0,,,0920  1456,NBNSYS0000002671,,,1791,1791,CDP,BRC
A,77,Phormium tenax,New Zealand Flax,I,E,Introduced for horticulture,Aus,New Zealand,,Preston et al. (2002),Isles of Scilly (1),1789,,1898,E,,NW,,,,EE,SE,SW,Lo,,,,,,0,1,P,,0,0,,0,,,0920  2245,NHMSYS0000461208,1789,,1898,1789,CDP,BRC
A,77,Picris echioides,Bristly Oxtongue,I,T,,Eur,,,Preston et al. (2002),,0043,0410,1548,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J4,I1,,,G,0,0,,0,0,,G,,,0920  1471,NHMSYS0000345509,43,410,1548,410,CDP,BRC
A,77,Pilosella aurantiaca,Fox-and-cubs,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.88),1629,,1793,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J2,I2,J4,,0,1,0,,0,0,,0,,,0920  4516,NHMSYS0000461270,1629,,1793,1629,CDP,BRC
A,77,Pilosella flagellaris subsp. flagellaris,,I,T,,Eur,,,Preston et al. (2002),(v.-c.83),1816,,1869,E,,NW,Yo,EM,WM,EE,SE,SW,,,J4,,,,0,0,0,,0,0,,0,,,0920  3083.1,,1816,,1869,1816,CDP,BRC
A,77,Pinguicula grandiflora,Large-flowered Butterwort,I,R,,Eur,,"Native in Ireland but not Britain; occasionally planted in wild and populations become established, at least for a time",Preston et al. (2002),Tremithick Moor (1),,,1871P,E,,,Yo,EM,,,(SE),SW,,,F4,D1,,,0,0,0,,0,0,,0,,,0920  1478,NBNSYS0000004185,,,1871,1871,CDP,BRC
A,77,Pisum sativum,Garden Pea,I,E,,Eur,,,Preston et al. (2002),(v.-c.1),1200,,1888,C,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I1,,,,0,2,PP,F,0,0,,0,,,0920  4365,NHMSYS0000461746,1200,,1888,1200,CDP,BRC
A,77,Poa chaixii,Broad-leaved Meadow-grass,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.21),1802,,1852,E,NE,NW,Yo,EM,WM,EE,SE,SW,(Lo),,G1,,,,0,1,0,,0,0,,0,,,0920  1498,NHMSYS0000461800,1802,,1852,1802,CDP,BRC
A,77,Poa palustris,Swamp Meadow-grass,I,T,,Eur,,,Preston et al. (2002),(v.-c.17),,,1879,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,D4,C3,,,D,0,0,,0,0,,D,,,0920  1505,NHMSYS0000345537,,,1879,1879,CDP,BRC
A,77,Polygonatum multiflorum x odoratum (P. x hybridum),Garden Solomon's-seal,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002),(v.-c.1),,,1867,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,P,A,0,0,,0,,,0920  1517,,,,1867,1867,CDP,BRC
A,77,Polygonum arenastrum,Equal-leaved Knotgrass,I,T,,"Eur, As",,,Preston et al. (2002),,_1400 BC,_700 BC,1835,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,H5,I1,,,0,0,0,,0,0,,0,,,0920  1520,NBNSYS0000003745,-1400,-700,1835,-700,CDP,BRC
A,77,Polygonum rurivagum,Cornfield Knotgrass,I,T,Probably seed contaminant,Eur,,,Preston et al. (2002),,0999,1499,1861,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,I1,,,,nd,0,0,,1,0,,0,,,0920  1540,NHMSYS0000461878,999,1499,1861,1499,CDP,BRC
A,77,Polypogon viridis,Water Bent,I,T,,Eur,,,Preston et al. (2002),[Guernsey (C)],1800,,1860,E,NE,NW,,,(WM),EE,SE,SW,Lo,,,,,,GG,0,0,,0,0,,G,,,0920    37,NBNSYS0000002643,1800,,1860,1800,CDP,BRC
A,77,Populus alba,White Poplar,I,E,,Eur,,,Preston et al. (2002),Blackwall (16),,,1597,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,FA,I2,B1,,0,1,P,A,0,P,A,0,,,0920  1549,NHMSYS0000345554,,,1597,1597,CDP,BRC
A,77,Populus alba x tremula (P. x canescens),Grey Poplar,I,E,,Eur,,,Preston et al. (2002),(v.-c.21),,,1700C,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,G5,,,0,0,0,,0,0,,0,,,0920  1551,,,,1700,1700,CDP,BRC
A,77,Populus balsamifera x deltoides (P. x jackii),Balm-of-Gilead,I,E,Introduced for horticulture,AgrHort,,,Preston et al. (2002),(v.-c.54),1773,,1876,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,P,A,0,0,,0,,,0920  3523,,1773,,1876,1773,CDP,BRC
A,77,Portulaca oleracea,Common Purslane,I,E,,Unk,,,Preston et al. (2002),(v.-c.17),1200,,1874,E,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,0,0,,0,0,,0,,,0920  1556,NHMSYS0000345557,1200,,1874,1200,CDP,BRC
A,77,Potamogeton epihydrus,American Pondweed,I,U,,"Eur, NAm",Confined in Europe as a native to Scotland,Native in Scotland but not England,Preston et al. (2002),Salterhebble Bridge (63),1850,1907,1907,E,,NW,Yo,,,,,,,,C1,,,,0,0,0,,1,0,,0,,,0920  1565,NBNSYS0000002135,1850,1907,1907,1907,CDP,BRC
A,77,Potentilla recta,Sulphur Cinquefoil,I,ET,,Eur,,,Preston et al. (2002),(v.-c.21),1648,,1858,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,0,,0,0,,0,,,0920  1593,NHMSYS0000345573,1648,,1858,1648,CDP,BRC
A,77,Prunella laciniata,Cut-leaved Selfheal,I,T,,Eur,,,Preston et al. (2002),(v.-c.33),1713,,1886,E,,,,(EM),WM,(EE),SE,SW,(Lo),,,,,,D,0,0,,0,0,,D,,,0920  1609,NHMSYS0000345585,1713,,1886,1713,CDP,BRC
A,77,Prunus cerasifera,Cherry Plum,I,E,,Eur,,,Preston et al. (2002),(v.-c.25),1500,1599,1918,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,FA,I2,,0,1,0,,0,P,A,0,,,0920  1612,NBNSYS0000003416,1500,1599,1918,1599,CDP,BRC
A,77,Prunus cerasus,Dwarf Cherry,I,E,Introduced for food,Eur,SW Asia,,Preston et al. (2002),(v.-c.29),0999,1499,1685,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,FA,,,0,1,0,,0,0,,0,,,0920  1613,NHMSYS0000345588,999,1499,1685,1499,CDP,BRC
A,77,Prunus domestica,Wild Plum,I,E,Introduced for food,Eur,SW Asia,,Preston et al. (2002),,_2500 BC,_700 BC,1562,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,FA,I2,,,0,2,PP,F,0,0,,0,,,0920  1614,NHMSYS0000345589,-2500,-700,1562,-700,CDP,BRC
A,77,Prunus domestica x spinosa (P. x fruticans),,H,H,,,,,Preston et al. (2002),,_2500 BC,_700 BC,,E,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,nd,0,0,,0,0,,0,,,0920  2702,,-2500,-700,,-700,CDP,BRC
A,77,Prunus laurocerasus,Cherry Laurel,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.23),1629,,1886P,P,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,I2,,,G,2,P,A,0,0,,G,,,0920  1615,NHMSYS0000345591,1629,,1886,1629,CDP,BRC
A,77,Prunus lusitanica,Portugal Laurel,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),(v.-c.23),1648,,1927P,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,I2,,,G,1,P,A,0,N,C,G,,,0920  2618,NHMSYS0000345592,1648,,1927,1648,CDP,BRC
A,77,Prunus serotina,Rum Cherry,I,E,Introduced for horticulture,NAm,Eastern N America,,Preston et al. (2002),(v.-c.17),1629,,1853,E,,NW,,EM,WM,EE,SE,SW,Lo,,,,,,G,1,P,A,0,N,C,G,,,0920  4450,NBNSYS0000014213,1629,,1853,1629,CDP,BRC
A,77,Pseudofumaria lutea,Yellow Corydalis,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),,1596,,1796,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,J2,I2,,,G,1,0,,0,0,,G,,,0920   556,NHMSYS0000345598,1596,,1796,1596,CDP,BRC
A,77,Pseudosasa japonica,Arrow Bamboo,I,E,Introduced for horticulture,As,"Japan, Korea",,Preston et al. (2002),(v.-c.23),1850,,1955,P,,NW,,EM,WM,EE,SE,SW,Lo,,I2,G1,,,G,1,P,A,0,N,C,G,,,0920  4307,NHMSYS0000462101,1850,,1955,1850,CDP,BRC
A,77,Pulmonaria officinalis,Lungwort,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),,1597,,1793,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,I2,,,G,1,0,,0,0,,G,,,0920  1628,NHMSYS0000345606,1597,,1793,1597,CDP,BRC
A,77,Pyracantha coccinea,Firethorn,I,E,Introduced for horticulture,Eur,,,Preston et al. (2002),,1629,,1905P,E,,NW,Yo,EM,WM,EE,SE,SW,Lo,,,,,,0,1,P,A,0,0,,0,,,0920  4457,NHMSYS0000462184,1629,,1905,1629,CDP,BRC
A,77,Pyrus communis s.l.,,I,E,Introduced for food?,Eur,,,Preston et al. (2002),,0043,0410,1562,E,NE,NW,Yo,EM,WM,EE,SE,SW,Lo,,G1,FA,I2,J4,0,2,PP,F,0,0,,0,,,0920  1633,,43,410,1562,410,CDP,BRC
